P03,P1,P5,PM1_env,P10,PM25_std,PM10_env,P25,P05,PM10_std,PM1_std,PM25_env,MQ2_VCs,Humidity,Temperature,Pressure,Timestamp,Sample_Conditioning,Indoor_Outdoor
1275,30,0,5,0,6,6,1,326,6,5,6,593,45,27.5,101070.72256,10/23/21 18:48:44,1,0
1290,27,0,6,0,7,8,1,332,8,6,7,593,46,27.8,101072.199909,10/23/21 18:48:45,1,0
1302,23,0,6,0,7,7,1,336,7,6,7,595,42,27.2,101076.303088,10/23/21 18:48:46,1,0
1302,23,0,6,0,7,7,1,336,7,6,7,593,46,27.8,101075.264069,10/23/21 18:48:48,1,0
1290,25,0,5,0,6,7,2,334,7,5,6,587,44,27.6,101072.199909,10/23/21 18:48:49,1,0
1290,25,0,5,0,6,7,2,334,7,5,6,593,43,27.6,101073.786739,10/23/21 18:48:52,1,0
1269,23,0,5,0,6,7,3,326,7,5,6,591,44,27.6,101075.482718,10/23/21 18:48:55,1,0
1335,38,0,6,0,8,8,3,335,8,6,8,593,44,27.9,101077.069176,10/23/21 18:48:57,1,0
1335,38,0,6,0,8,8,3,335,8,6,8,593,43,27.5,101075.264069,10/23/21 18:48:59,1,0
1356,43,0,6,0,8,9,4,339,9,6,8,593,44,27.9,101069.464201,10/23/21 18:49:02,1,0
1344,45,0,5,0,8,8,4,341,8,5,8,593,45,27.4,101075.373439,10/23/21 18:49:03,1,0
1395,43,0,6,0,8,8,3,355,8,6,8,594,46,27.8,101076.741399,10/23/21 18:49:06,1,0
1458,45,1,7,0,10,10,4,373,10,7,10,601,45,27.5,101072.30941,10/23/21 18:49:07,1,0
1458,45,1,7,0,10,10,4,373,10,7,10,593,42,27.8,101075.045055,10/23/21 18:49:10,1,0
1443,50,1,7,0,10,10,4,371,10,7,10,593,44,27.4,101080.954535,10/23/21 18:49:11,1,0
1368,50,1,6,0,9,10,4,353,10,6,9,593,43,27.5,101082.322362,10/23/21 18:49:12,1,0
1368,50,1,6,0,9,10,4,353,10,6,9,592,45,27.6,101073.677258,10/23/21 18:49:14,1,0
1470,52,1,7,0,10,10,3,378,10,7,10,593,45,27.7,101070.612948,10/23/21 18:49:16,1,0
1458,50,2,7,1,10,11,3,384,11,7,10,595,45,27.9,101069.354752,10/23/21 18:49:18,1,0
1458,50,2,7,1,10,11,3,384,11,7,10,594,44,27.8,101079.257907,10/23/21 18:49:19,1,0
1449,50,2,7,1,10,11,4,390,11,7,10,594,43,27.6,101069.025856,10/23/21 18:49:20,1,0
1449,50,2,7,1,10,11,4,390,11,7,10,592,43,27.7,101073.238424,10/23/21 18:49:23,1,0
1377,44,2,7,1,9,10,4,365,10,7,9,593,46,28.2,101071.87086,10/23/21 18:49:24,1,0
1395,46,2,7,1,9,10,3,369,10,7,9,593,43,27.1,101070.393451,10/23/21 18:49:25,1,0
1395,46,2,7,1,9,10,3,369,10,7,9,592,44,27.2,101076.303088,10/23/21 18:49:27,1,0
1446,46,2,7,1,9,10,4,373,10,7,9,595,42,27.8,101073.348269,10/23/21 18:49:28,1,0
1446,46,2,7,1,9,10,4,373,10,7,9,594,44,27.5,101065.961225,10/23/21 18:49:29,1,0
1383,46,2,6,1,9,10,4,355,10,6,9,596,42,27.3,101068.916042,10/23/21 18:49:31,1,0
1383,46,2,6,1,9,10,4,355,10,6,9,594,42,27.7,101074.825678,10/23/21 18:49:33,1,0
1347,50,1,6,1,9,10,3,353,10,6,9,594,44,27.2,101080.405808,10/23/21 18:49:35,1,0
1416,58,1,7,1,9,10,3,370,10,7,9,594,43,27.7,101071.651038,10/23/21 18:49:36,1,0
1416,58,1,7,1,9,10,3,370,10,7,9,594,45,27.8,101071.651038,10/23/21 18:49:37,1,0
1461,60,1,7,1,10,11,3,382,11,7,10,595,43,27.6,101073.348269,10/23/21 18:49:38,1,0
1461,60,1,7,1,10,11,3,382,11,7,10,594,42,27.8,101074.825678,10/23/21 18:49:41,1,0
1392,62,1,7,1,10,10,3,365,10,7,10,595,45,28.2,101077.780497,10/23/21 18:49:44,1,0
1467,70,0,7,0,10,10,2,378,10,7,10,595,45,27.3,101075.045055,10/23/21 18:49:45,1,0
1500,66,0,7,0,10,10,1,388,10,7,10,596,44,27.7,101077.999795,10/23/21 18:49:46,1,0
1500,66,0,7,0,10,10,1,388,10,7,10,595,45,27.9,101072.199909,10/23/21 18:49:48,1,0
1545,64,0,8,0,10,10,1,402,10,8,10,596,43,27.3,101079.586657,10/23/21 18:49:49,1,0
1545,64,0,8,0,10,10,1,402,10,8,10,595,42,27.7,101070.832081,10/23/21 18:49:52,1,0
1614,68,0,8,0,11,11,1,434,11,8,11,599,44,27.6,101069.245211,10/23/21 18:49:53,1,0
1659,72,0,8,0,10,10,0,445,10,8,10,596,43,27.8,101075.045055,10/23/21 18:49:54,1,0
1659,72,0,8,0,10,10,0,445,10,8,10,595,44,27.7,101069.354752,10/23/21 18:49:56,1,0
1776,76,0,9,0,12,12,0,465,12,9,12,595,43,27.6,101077.780497,10/23/21 18:49:57,1,0
1776,76,0,9,0,12,12,0,465,12,9,12,595,45,27.0,101076.083386,10/23/21 18:49:58,1,0
1806,70,0,9,0,11,11,0,465,11,9,11,595,42,27.6,101071.651038,10/23/21 18:49:59,1,0
1806,70,0,9,0,11,11,0,465,11,9,11,597,42,27.5,101070.283566,10/23/21 18:50:02,1,0
1821,64,0,9,0,11,11,0,457,11,9,11,598,44,27.3,101075.863321,10/23/21 18:50:03,1,0
1908,60,0,9,0,11,11,0,474,11,9,11,594,45,27.3,101067.438633,10/23/21 18:50:08,1,0
1980,42,0,10,0,11,11,0,489,11,10,11,595,44,27.6,101077.560836,10/23/21 18:50:11,1,0
2031,48,0,10,0,11,11,0,494,11,10,11,594,44,27.6,101071.87086,10/23/21 18:50:12,1,0
2031,48,0,10,0,11,11,0,494,11,10,11,596,41,27.5,101071.980634,10/23/21 18:50:15,1,0
2208,62,1,11,1,13,13,1,538,13,11,13,596,44,27.7,101071.87086,10/23/21 18:50:16,1,0
2214,62,1,11,1,13,14,1,535,14,11,13,594,43,27.6,101073.128487,10/23/21 18:50:18,1,0
2214,62,1,11,1,13,14,1,535,14,11,13,596,45,27.6,101073.128487,10/23/21 18:50:21,1,0
2376,74,1,12,1,15,16,3,602,16,12,15,597,45,27.6,101073.238424,10/23/21 18:50:23,1,0
2376,74,1,12,1,15,16,3,602,16,12,15,596,44,27.8,101061.308901,10/23/21 18:50:27,1,0
2493,74,1,13,1,16,17,3,646,17,13,16,595,44,27.7,101069.953365,10/23/21 18:50:29,1,0
2568,80,1,13,1,17,17,3,669,17,13,17,596,43,27.8,101068.696141,10/23/21 18:50:31,1,0
2568,80,1,13,1,17,17,3,669,17,13,17,594,43,27.8,101071.651038,10/23/21 18:50:32,1,0
2589,79,1,13,1,17,17,3,675,17,13,17,595,42,27.5,101077.450868,10/23/21 18:50:33,1,0
2589,79,1,13,1,17,17,3,675,17,13,17,594,45,27.4,101074.495929,10/23/21 18:50:35,1,0
2634,93,1,14,1,17,18,3,685,18,14,17,595,42,27.6,101067.108586,10/23/21 18:50:36,1,0
2634,93,1,14,1,17,18,3,685,18,14,17,595,45,27.4,101072.798133,10/23/21 18:50:37,1,0
2601,93,1,13,1,17,18,3,680,18,13,17,595,42,27.6,101066.998388,10/23/21 18:50:38,1,0
2601,93,1,13,1,17,18,3,680,18,13,17,595,45,27.6,101074.275642,10/23/21 18:50:40,1,0
2424,85,0,12,0,16,16,2,647,16,12,16,595,42,27.7,101071.099894,10/23/21 18:50:41,1,0
2424,85,0,12,0,16,16,2,647,16,12,16,595,46,27.8,101073.94453,10/23/21 18:50:42,1,0
2412,83,0,12,0,16,16,2,637,16,12,16,596,43,27.7,101075.53254,10/23/21 18:50:44,1,0
2412,83,0,12,0,16,16,2,637,16,12,16,596,43,27.7,101072.908342,10/23/21 18:50:46,1,0
2388,79,0,12,0,15,15,1,628,15,12,15,595,44,27.7,101068.696141,10/23/21 18:50:48,1,0
2274,77,0,11,0,15,15,0,597,15,11,15,595,46,28.1,101077.560836,10/23/21 18:50:50,1,0
2172,71,0,11,0,14,14,0,566,14,11,14,594,44,27.5,101073.348269,10/23/21 18:50:51,1,0
2172,71,0,11,0,14,14,0,566,14,11,14,596,44,27.7,101071.430853,10/23/21 18:50:53,1,0
2211,75,0,10,0,13,13,0,572,13,10,13,596,43,27.4,101075.422098,10/23/21 18:50:54,1,0
2211,75,0,10,0,13,13,0,572,13,10,13,595,45,27.6,101065.07912,10/23/21 18:50:56,1,0
2211,73,0,11,0,14,14,0,570,14,11,14,597,43,27.2,101075.311566,10/23/21 18:50:57,1,0
2211,73,0,11,0,14,14,0,570,14,11,14,595,45,27.6,101074.054991,10/23/21 18:50:58,1,0
2184,78,0,11,0,14,14,1,560,14,11,14,596,45,27.5,101068.696141,10/23/21 18:51:00,1,0
2121,74,0,11,0,14,14,2,548,14,11,14,597,44,27.1,101077.450868,10/23/21 18:51:02,1,0
2121,74,0,11,0,14,14,2,548,14,11,14,591,43,27.9,101071.540991,10/23/21 18:51:03,1,0
2085,72,0,11,0,14,14,2,544,14,11,14,597,43,27.6,101071.430853,10/23/21 18:51:04,1,0
2085,72,0,11,0,14,14,2,544,14,11,14,597,42,27.4,101073.348269,10/23/21 18:51:07,1,0
2103,68,0,11,0,14,14,5,538,14,11,14,597,44,27.3,101065.961225,10/23/21 18:51:09,1,0
2115,74,1,11,1,15,16,8,544,16,11,15,598,43,27.8,101077.34081,10/23/21 18:51:10,1,0
2115,74,1,11,1,15,16,8,544,16,11,15,596,44,27.7,101070.17359,10/23/21 18:51:11,1,0
2085,68,1,10,1,14,15,8,526,15,10,14,597,43,27.7,101071.430853,10/23/21 18:51:12,1,0
2085,68,1,10,1,14,15,8,526,15,10,14,596,45,27.6,101074.275642,10/23/21 18:51:14,1,0
1974,62,2,9,1,12,13,9,503,13,9,12,598,44,28.0,101077.01009,10/23/21 18:51:15,1,0
1974,62,2,9,1,12,13,9,503,13,9,12,598,46,27.7,101077.230661,10/23/21 18:51:16,1,0
1932,66,2,10,1,13,15,9,502,15,10,13,599,44,27.1,101077.120421,10/23/21 18:51:18,1,0
1932,66,2,10,1,13,15,9,502,15,10,13,598,46,27.7,101083.03054,10/23/21 18:51:19,1,0
1899,66,2,10,1,14,15,9,502,15,10,14,597,46,28.1,101075.863321,10/23/21 18:51:21,1,0
1773,66,2,8,1,12,13,9,473,13,8,12,597,46,28.1,101068.696141,10/23/21 18:51:23,1,0
1773,66,2,9,1,13,14,9,473,14,9,13,596,42,27.6,101068.696141,10/23/21 18:51:24,1,0
1731,68,2,9,1,13,14,9,469,14,9,13,597,42,27.4,101077.230661,10/23/21 18:51:25,1,0
1731,68,2,9,1,13,14,9,469,14,9,13,597,42,27.9,101074.165362,10/23/21 18:51:28,1,0
1719,66,2,9,1,13,14,8,464,14,9,13,598,42,27.4,101073.94453,10/23/21 18:51:31,1,0
1794,66,2,9,1,13,14,8,485,14,9,13,596,43,27.4,101076.899668,10/23/21 18:51:32,1,0
1758,66,2,9,1,12,14,5,483,14,9,12,598,44,28.1,101073.94453,10/23/21 18:51:33,1,0
1758,66,2,9,1,12,14,5,483,14,9,12,596,44,27.3,101074.054991,10/23/21 18:51:35,1,0
1677,54,1,9,0,11,12,2,460,12,9,11,597,41,27.3,101077.230661,10/23/21 18:51:36,1,0
1677,54,1,9,0,11,12,2,460,12,9,11,596,44,27.9,101078.59795,10/23/21 18:51:37,1,0
1599,56,1,9,0,11,11,2,445,11,9,11,598,41,27.9,101068.475876,10/23/21 18:51:38,1,0
1599,56,1,9,0,11,11,2,445,11,9,11,597,43,27.8,101078.59795,10/23/21 18:51:40,1,0
1716,60,0,10,0,12,12,1,478,12,10,12,596,42,27.6,101072.908342,10/23/21 18:51:41,1,0
1716,60,0,10,0,12,12,1,478,12,10,12,597,44,27.8,101077.560836,10/23/21 18:51:42,1,0
1722,58,1,9,0,12,12,2,476,12,9,12,597,41,27.7,101083.470636,10/23/21 18:51:44,1,0
1722,58,1,9,0,12,12,2,476,12,9,12,597,44,27.6,101077.780497,10/23/21 18:51:45,1,0
1698,64,1,9,0,12,12,2,466,12,9,12,597,42,27.6,101077.560836,10/23/21 18:51:46,1,0
1698,64,1,9,0,12,12,2,466,12,9,12,597,45,28.1,101081.993186,10/23/21 18:51:48,1,0
1668,64,1,8,0,11,11,2,461,11,8,11,597,43,27.4,101072.090317,10/23/21 18:51:49,1,0
1668,64,1,8,0,11,11,2,461,11,8,11,597,47,27.7,101084.948086,10/23/21 18:51:50,1,0
1647,58,1,9,0,11,12,1,446,12,9,11,597,42,27.3,101078.928338,10/23/21 18:51:51,1,0
1647,58,1,9,0,11,12,1,446,12,9,11,597,44,27.5,101077.780497,10/23/21 18:51:53,1,0
1629,52,1,7,0,9,10,1,432,10,7,9,598,42,27.7,101072.090317,10/23/21 18:51:54,1,0
1629,52,1,7,0,9,10,1,432,10,7,9,596,45,27.3,101077.890192,10/23/21 18:51:55,1,0
1527,50,1,8,0,10,10,1,399,10,8,10,597,42,27.4,101078.109307,10/23/21 18:51:57,1,0
1527,50,1,8,0,10,10,1,399,10,8,10,596,44,27.6,101077.999795,10/23/21 18:51:58,1,0
1557,50,1,8,0,10,10,1,403,10,8,10,598,42,27.1,101073.567686,10/23/21 18:51:59,1,0
1557,50,1,8,0,10,10,1,403,10,8,10,596,44,27.8,101076.193282,10/23/21 18:52:01,1,0
1482,50,1,7,0,10,10,2,387,10,7,10,599,44,27.7,101080.735317,10/23/21 18:52:02,1,0
1482,50,1,7,0,10,10,2,387,10,7,10,597,45,27.5,101067.328708,10/23/21 18:52:03,1,0
1470,43,1,7,0,9,10,2,383,10,7,9,596,43,27.7,101077.560836,10/23/21 18:52:04,1,0
1470,43,1,7,0,9,10,2,383,10,7,9,597,45,27.5,101079.038285,10/23/21 18:52:06,1,0
1440,37,1,7,0,9,9,2,373,9,7,9,597,42,27.3,101075.973399,10/23/21 18:52:07,1,0
1440,37,1,7,0,9,9,2,373,9,7,9,597,44,27.9,101077.230661,10/23/21 18:52:10,1,0
1458,37,0,7,0,9,9,1,376,9,7,9,598,45,27.8,101083.1407,10/23/21 18:52:12,1,0
1401,31,0,6,0,8,8,2,359,8,6,8,598,46,27.8,101078.487639,10/23/21 18:52:14,1,0
1380,29,0,7,0,8,8,2,347,8,7,8,597,46,27.4,101075.863321,10/23/21 18:52:15,1,0
1380,29,0,7,0,8,8,2,347,8,7,8,597,47,27.4,101077.34081,10/23/21 18:52:16,1,0
1332,29,0,7,0,8,8,2,341,8,7,8,597,46,27.6,101080.18568,10/23/21 18:52:17,1,0
1332,29,0,7,0,8,8,2,341,8,7,8,597,45,27.6,101075.753151,10/23/21 18:52:19,1,0
1338,29,0,7,0,8,8,2,347,8,7,8,597,43,27.5,101078.8183,10/23/21 18:52:20,1,0
1338,29,0,7,0,8,8,2,347,8,7,8,596,42,27.3,101081.442738,10/23/21 18:52:23,1,0
1419,33,0,7,0,9,9,2,370,9,7,9,597,45,27.4,101075.53254,10/23/21 18:52:24,1,0
1371,33,0,7,0,8,8,2,351,8,7,8,597,45,27.3,101078.487639,10/23/21 18:52:25,1,0
1371,33,0,7,0,8,8,2,351,8,7,8,598,46,27.9,101081.66319,10/23/21 18:52:27,1,0
1428,31,0,7,0,8,8,1,367,8,7,8,596,43,27.3,101078.59795,10/23/21 18:52:28,1,0
1428,31,0,7,0,8,8,1,367,8,7,8,598,43,27.8,101080.18568,10/23/21 18:52:31,1,0
1503,36,0,8,0,9,9,2,386,9,8,9,599,45,27.5,101080.515735,10/23/21 18:52:32,0,1
1440,42,0,7,0,9,9,2,367,9,7,9,606,47,27.3,101081.77328,10/23/21 18:52:34,0,1
1548,44,0,7,0,10,10,2,392,10,7,10,609,47,27.0,101077.34081,10/23/21 18:52:36,0,1
1548,44,0,7,0,10,10,2,392,10,7,10,608,46,26.9,101075.863321,10/23/21 18:52:37,0,1
2217,98,1,11,0,16,17,6,595,17,11,16,611,46,27.8,101084.50807,10/23/21 18:52:38,0,1
2655,119,1,14,0,19,20,6,705,20,14,19,611,49,28.0,101078.59795,10/23/21 18:52:40,0,1
3141,156,1,15,0,23,24,6,839,24,15,23,611,45,27.6,101079.854807,10/23/21 18:52:41,0,1
3447,185,2,17,0,27,29,9,935,29,17,27,610,48,27.4,101076.899668,10/23/21 18:52:43,0,1
3876,228,2,19,0,31,33,13,1037,33,19,30,2047,45,27.7,101082.699513,10/23/21 18:52:44,0,1
4134,238,2,20,0,34,36,14,1110,36,21,32,608,48,27.2,101076.899668,10/23/21 18:52:45,0,1
4494,292,1,22,0,40,41,12,1234,41,23,36,609,49,27.5,101082.478374,10/23/21 18:52:48,0,1
4299,289,2,22,0,42,43,22,1200,43,23,37,607,49,27.1,101082.035006,10/23/21 18:52:49,0,1
4299,289,2,22,0,42,43,22,1200,43,23,37,607,51,28.1,101080.668295,10/23/21 18:52:51,0,1
4329,294,2,22,0,42,44,23,1197,44,23,37,606,45,27.7,101084.990426,10/23/21 18:52:52,0,1
4329,294,2,22,0,42,44,23,1197,44,23,37,605,51,28.1,101083.290527,10/23/21 18:52:53,0,1
4329,296,5,22,1,42,45,26,1195,46,23,37,605,48,27.9,101083.179296,10/23/21 18:52:55,0,1
4329,296,5,22,1,42,45,26,1195,46,23,37,604,50,27.4,101075.901782,10/23/21 18:52:56,0,1
4443,296,4,22,1,44,46,29,1248,47,24,38,604,47,27.5,101084.322889,10/23/21 18:52:57,0,1
4491,296,4,23,1,44,45,25,1263,46,25,38,600,48,27.3,101080.668295,10/23/21 18:53:01,0,1
4566,289,3,23,1,40,42,13,1249,42,25,36,599,46,27.4,101076.567856,10/23/21 18:53:04,0,1
4734,309,0,23,0,43,43,11,1304,43,26,38,598,48,27.5,101081.000744,10/23/21 18:53:05,0,1
4677,310,3,23,3,42,44,8,1281,44,26,37,595,49,28.2,101078.266744,10/23/21 18:53:06,0,1
4584,312,3,23,3,42,44,7,1264,44,25,37,606,48,27.7,101079.744334,10/23/21 18:53:08,0,1
4584,312,3,23,3,42,44,7,1264,44,25,37,602,47,27.8,101081.111379,10/23/21 18:53:10,0,1
4545,318,3,23,3,42,44,10,1239,44,26,37,600,46,27.6,101083.845318,10/23/21 18:53:11,0,1
4545,318,3,23,3,42,44,10,1239,44,26,37,600,50,27.6,101076.678551,10/23/21 18:53:12,0,1
4635,307,3,23,3,42,45,10,1262,45,26,37,599,49,28.2,101082.588989,10/23/21 18:53:13,0,1
4635,307,3,23,3,42,45,10,1262,45,26,37,597,50,27.7,101081.111379,10/23/21 18:53:15,0,1
4497,305,3,23,3,41,43,9,1224,43,26,36,592,48,27.2,101082.588989,10/23/21 18:53:17,0,1
4566,311,4,24,4,41,44,9,1245,44,27,36,597,47,27.2,101082.588989,10/23/21 18:53:19,0,1
4566,311,4,24,4,41,44,9,1245,44,27,36,586,48,28.0,101073.833977,10/23/21 18:53:20,0,1
4590,304,5,24,5,42,45,14,1252,46,27,37,589,46,27.1,101079.854807,10/23/21 18:53:21,0,1
4590,304,5,24,5,42,45,14,1252,46,27,37,590,50,27.4,101081.111379,10/23/21 18:53:23,0,1
4503,310,5,23,5,42,45,14,1242,46,26,37,591,50,27.3,101084.50807,10/23/21 18:53:25,0,1
4479,308,5,23,5,41,45,13,1230,45,26,36,593,48,27.6,101085.985601,10/23/21 18:53:28,0,1
4605,307,6,23,6,42,46,18,1259,47,26,37,593,49,27.4,101081.77328,10/23/21 18:53:29,0,1
4605,307,6,23,6,42,46,18,1259,47,26,37,594,50,27.4,101081.77328,10/23/21 18:53:31,0,1
4617,303,3,23,3,42,44,15,1253,44,26,37,593,48,27.3,101078.928338,10/23/21 18:53:32,0,1
4617,303,3,23,3,42,44,15,1253,44,26,37,592,51,27.3,101079.367582,10/23/21 18:53:33,0,1
4656,293,3,23,3,41,44,15,1259,44,26,36,592,48,27.3,101082.431906,10/23/21 18:53:34,0,1
4656,293,3,23,3,41,44,15,1259,44,26,36,593,48,27.5,101081.282679,10/23/21 18:53:37,0,1
4599,274,3,23,3,41,43,15,1261,43,26,36,593,49,28.2,101082.431906,10/23/21 18:53:38,0,1
4578,275,3,23,3,41,43,15,1259,43,26,36,591,49,27.1,101084.018709,10/23/21 18:53:41,0,1
4629,260,3,23,3,41,43,16,1273,43,26,36,591,48,27.2,101084.018709,10/23/21 18:53:42,0,1
4629,260,3,23,3,41,43,16,1273,43,26,36,591,47,27.3,101076.960008,10/23/21 18:53:44,0,1
4617,264,2,23,2,41,42,16,1264,42,25,36,590,46,27.9,101078.328059,10/23/21 18:53:45,0,1
4617,264,2,23,2,41,42,16,1264,42,25,36,591,49,27.7,101079.914588,10/23/21 18:53:46,0,1
4554,267,1,23,1,40,41,12,1253,41,25,36,591,45,27.3,101078.546446,10/23/21 18:53:47,0,1
4554,267,1,23,1,40,41,12,1253,41,25,36,590,49,27.3,101078.764469,10/23/21 18:53:49,0,1
4527,244,1,23,1,39,40,11,1248,40,25,35,590,46,27.8,101078.764469,10/23/21 18:53:50,0,1
4527,244,1,23,1,39,40,11,1248,40,25,35,591,47,27.7,101078.982127,10/23/21 18:53:54,0,1
4584,247,1,24,0,39,40,12,1276,40,27,35,587,48,27.7,101086.476675,10/23/21 18:53:56,0,1
4584,230,1,24,0,38,39,12,1284,39,27,35,589,48,27.9,101074.76797,10/23/21 18:53:58,0,1
4584,230,1,24,0,38,39,12,1284,39,27,35,588,49,27.4,101077.8308,10/23/21 18:53:59,0,1
4464,225,1,23,0,37,38,13,1251,38,25,34,587,46,27.7,101080.676572,10/23/21 18:54:00,0,1
4464,225,1,23,0,37,38,13,1251,38,25,34,589,49,27.5,101079.307931,10/23/21 18:54:02,0,1
4428,234,2,23,1,37,39,15,1228,39,25,34,587,47,27.7,101083.4137,10/23/21 18:54:03,0,1
4428,234,2,23,1,37,39,15,1228,39,25,34,587,50,27.4,101079.199421,10/23/21 18:54:04,0,1
4455,248,2,22,1,38,40,16,1245,40,24,35,587,46,27.6,101082.153723,10/23/21 18:54:06,0,1
4455,248,2,22,1,38,40,16,1245,40,24,35,586,50,27.7,101086.476675,10/23/21 18:54:07,0,1
4503,246,2,23,1,38,40,16,1262,40,25,35,587,46,27.5,101080.785062,10/23/21 18:54:08,0,1
4503,246,2,23,1,38,40,16,1262,40,25,35,586,47,27.4,101079.199421,10/23/21 18:54:11,0,1
4452,221,2,22,1,37,39,16,1239,39,24,34,587,49,27.6,101089.431018,10/23/21 18:54:12,0,1
4389,220,2,22,1,36,38,16,1216,38,24,33,585,46,27.8,101079.307931,10/23/21 18:54:13,0,1
4389,220,2,22,1,36,38,16,1216,38,24,33,590,48,27.5,101072.030799,10/23/21 18:54:15,0,1
4383,227,2,22,1,37,39,16,1204,39,23,34,575,46,27.3,101086.693587,10/23/21 18:54:16,0,1
4383,227,2,22,1,37,39,16,1204,39,23,34,585,49,27.4,101080.56799,10/23/21 18:54:17,0,1
4422,225,1,22,1,37,39,16,1220,39,23,34,585,46,27.4,101077.504937,10/23/21 18:54:19,0,1
4422,225,1,22,1,37,39,16,1220,39,23,34,585,48,27.4,101083.304976,10/23/21 18:54:20,0,1
4314,246,2,21,2,39,41,22,1180,41,22,35,586,47,27.7,101079.09082,10/23/21 18:54:21,0,1
4302,246,2,22,2,39,41,24,1178,41,23,35,292,48,27.7,101084.782187,10/23/21 18:54:23,0,1
4500,252,1,22,1,39,41,19,1214,41,24,35,584,46,27.9,101079.199421,10/23/21 18:54:24,0,1
4326,265,2,21,1,38,41,19,1162,41,22,35,585,50,27.6,101080.56799,10/23/21 18:54:26,0,1
4446,276,2,22,1,41,43,18,1227,43,24,36,584,45,27.6,101083.522332,10/23/21 18:54:27,0,1
4533,288,2,23,1,42,44,19,1258,44,25,37,584,48,27.8,101082.045161,10/23/21 18:54:28,0,1
4533,292,2,23,1,43,44,18,1275,44,25,38,589,45,27.9,101086.476675,10/23/21 18:54:30,0,1
4533,278,1,23,0,41,42,11,1271,42,25,36,585,47,27.6,101080.785062,10/23/21 18:54:31,0,1
4638,283,2,23,1,42,43,11,1300,43,26,37,584,45,27.3,101082.153723,10/23/21 18:54:32,0,1
4638,283,2,23,1,42,43,11,1300,43,26,37,584,48,26.9,101086.476675,10/23/21 18:54:34,0,1
4671,283,2,23,1,43,44,13,1331,44,26,38,575,45,27.7,101083.739324,10/23/21 18:54:35,0,1
4671,283,2,23,1,43,44,13,1331,44,26,38,585,48,27.8,101083.955951,10/23/21 18:54:36,0,1
4740,277,2,24,1,43,45,13,1354,45,27,38,584,47,28.1,101082.587056,10/23/21 18:54:37,0,1
4740,277,2,24,1,43,45,13,1354,45,27,38,586,48,27.3,101081.21811,10/23/21 18:54:39,0,1
4794,271,1,24,1,43,44,12,1366,44,27,38,584,47,28.1,101088.495343,10/23/21 18:54:40,0,1
4794,271,1,24,1,43,44,12,1366,44,27,38,582,48,27.5,101081.21811,10/23/21 18:54:42,0,1
4899,294,1,24,1,43,45,12,1379,45,28,38,581,50,27.5,101079.957076,10/23/21 18:54:44,0,1
4938,292,2,24,1,44,45,14,1382,46,27,38,582,49,27.9,101081.541939,10/23/21 18:54:45,0,1
5013,316,2,24,1,44,45,14,1399,46,28,38,583,49,27.3,101083.126671,10/23/21 18:54:46,0,1
4962,311,1,24,0,44,45,12,1389,45,28,38,581,50,27.7,101083.126671,10/23/21 18:54:48,0,1
4686,309,1,23,0,42,43,12,1286,43,26,37,581,47,27.6,101085.865122,10/23/21 18:54:50,0,1
4668,327,1,23,0,43,44,15,1268,44,26,38,585,48,27.6,101081.864946,10/23/21 18:54:52,0,1
4437,296,0,23,0,41,41,14,1213,41,25,36,580,48,27.6,101083.341877,10/23/21 18:54:53,0,1
4437,296,0,23,0,41,41,14,1213,41,25,36,581,49,27.3,101083.449344,10/23/21 18:54:54,0,1
4449,302,0,23,0,41,42,16,1208,42,25,36,585,46,27.2,101087.880079,10/23/21 18:54:55,0,1
4572,298,0,23,0,42,42,16,1223,42,25,37,581,49,27.6,101086.724899,10/23/21 18:54:57,0,1
4914,311,0,23,0,43,43,13,1283,43,25,38,580,48,27.3,101086.724899,10/23/21 18:54:59,0,1
5028,333,1,22,1,44,44,13,1331,45,25,38,580,47,27.9,101086.83196,10/23/21 18:55:01,0,1
5136,321,2,22,1,44,44,11,1360,45,25,38,582,48,27.5,101082.508494,10/23/21 18:55:02,0,1
5211,333,5,24,2,46,47,18,1375,49,27,39,580,48,27.9,101092.84618,10/23/21 18:55:03,0,1
5274,340,5,24,2,46,47,14,1377,49,27,39,579,47,27.1,101084.092223,10/23/21 18:55:06,0,1
5037,334,5,23,2,46,47,14,1341,49,26,39,581,48,27.9,101088.415742,10/23/21 18:55:07,0,1
5037,334,5,23,2,46,47,14,1341,49,26,39,580,48,27.4,101087.152594,10/23/21 18:55:09,0,1
4905,336,5,23,2,46,47,16,1324,49,26,39,580,45,28.2,101087.045808,10/23/21 18:55:10,0,1
4905,336,5,23,2,46,47,16,1324,49,26,39,581,47,27.3,101085.675822,10/23/21 18:55:11,0,1
4818,292,4,23,1,44,45,19,1294,46,26,38,581,46,27.8,101081.13864,10/23/21 18:55:13,0,1
4881,294,3,23,1,45,45,18,1317,46,26,39,581,47,27.6,101084.19905,10/23/21 18:55:14,0,1
4824,285,0,23,0,43,43,13,1323,43,26,38,579,45,27.2,101081.352282,10/23/21 18:55:15,0,1
4725,281,0,23,0,43,43,13,1327,43,26,38,580,47,27.8,101083.14875,10/23/21 18:55:19,0,1
4470,268,0,22,0,40,40,13,1222,40,23,36,579,47,27.7,101079.779049,10/23/21 18:55:40,0,0
4563,261,1,22,0,39,40,11,1228,40,23,35,574,41,27.6,101082.837526,10/23/21 18:55:42,0,0
